,content,rating,source
20,"I'm not sure why this site has so many positive reviews, It's terrible! Being a freelancer is expensive on freelancer.com I landed a 'gig and when I accepted was charged $27 as a freelancer.com fee. The assignment/buyer then disappeared. Later I find out he violated TOS and was banned, but I still had the charge of $27. I contacted customer service and was refunded via freelancer points... yes not money back... but points I can only use on freelancer.com. Besides that experience, you have the option to take a competency test based on the type of freelance work your searching for, like a writer would benefit from taking the English test. Each time you test it cost $5, and you need to be quick about taking the test because you'll run out of time. Whatever results you get will be visible on your profile and clients will be able to view them. However, you can retake the test until you reach the results you want and they'll replace the previous result. I've heard of skilled people wasting up to $40 retaking one test just because of the time limit.",1,freelancer.com
21,"My project 6000$ was deleted by himself from the website so I wanted to get help from this agent. took me 40 minutes to get the help I was needed while he told me he can't restore deleted projects (which I didn't deleted) and he tried to end the chat when I had more things to get help for. this agent is should not giving support on the website. (btw, the website full of bugs)",1,freelancer.com
22,$#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*! $#*!,1,freelancer.com
23,"I got one job on this site and accepted the project. Client created milestones and I have started work. When I finished work, I tried to contact to the client. But they don't response to me for 2 months. So I asked this to freelancer support team. But what they are saying? ""There is no way to solve this issue because the client must confirm. Then I have a question to support ""What about the case they never response forever? In this case, there is no way except lost my money for work. I lost my various time and efforts. If you want, I can upload more information about this. If you have a solution about this, give me feedback.",1,freelancer.com
24,"I've created milestone many days ago, the freelancer didn't answer me, also the first freelancer lost my time without matching my desired requirements. She already lost my time without answering me, I'm so sad for her behavior. If she's super busy, why not tell me?!?!?! I already lost more than one week on your website without any improvement",1,freelancer.com
25,"Really, Your platform is very well that who has interested to make career. Your customers service is very kind person that he knows well as how to handle any one. His work was very very appreciated. Mr katie",1,freelancer.com
26,"The amount of fake projects is staggering. Based on my estimation it's more than 30%... I bid on 100+ projects per day so I know what I'm talking about. Freelancer.com is quickly turning into a joke. Projects that are obvious duplicates posted from different fake accounts. The management does very little to combat this issue, heck maybe they like it, they like to boast about how they have close to 15 million projects posted. Right now, a third of the projects posted on that platform are 100% fake. Been working at Freelancer.com for years, now I'm considering other options. RIP Freelancer.",1,freelancer.com
27,"Dont trust to this website at all . Freelancers are useless and no experienced. when you get a problem with the freelancer . The customer service will tell you "" ohh you can close your account with this link "" ..very funny",1,freelancer.com
28,"Dear readers and fellow freelancers I was attracted by the freelancer.com reviews, most of which holding 5-star rating and nice narrations from other users (which are mostly manufactured by freelancer.com's paid review writers). at the beginning I found the site user friendly but with the course of time in the name of web development and facility enhancement for the users though the freelancer.com authority introduced some extraordinary ideas, within these they also set up the horrible plans of squeezing the users.  the site owners only give advantage to the clients and project advertisers and never help the contractors if their money is stolen by dint of malicious practices. I was robbed of my earned project fees even though I completed all necessary precautionary steps. so it seems to me there is some sort of connection between the ill motivated contractors and the freelancer.com authority.  since it is a virtual world and a contractor has very limited ability of raising a complain to legal authority so the freelancer.com takes this advantage. though it is their obligation to check and verify each and every contractors financial background but they don't do that as a mandatory practice. they allow everyone to launch a project in their site and those scrupulous clients get easy chance of cheating the hard earned contractors' money. whenever my money is stolen by a client the freelancer.com support team only indicated the reason as the client used an unauthorized payment source so his/her money is returned back. what a joke, who has to check whether a client's payment source is legal or illegal, do this falls on the responsibility of a contractor??? but what happened to my sorrow in the last two years is whenever money that I received in my escrow fund and then it is again sucked out from my account and diverted to the client, the freelancer.com team just advised me to be more vigilant. I am vigilant since the first incident of loosing money two years back occurred but I cannot control things which are under the only authority of freelancer.com team. the freelancer.com authority is straightaway linked to cyber crime, this authority must be brought under legal procedure otherwise many more innocent contractors will face financial demurrage. so it's time to raise voice against all illegal operations of freelancer.com and be alert about their dishonesty.",1,freelancer.com
29,"I have to believe that the positive reviews that are being posted are from paid advocates of the company. Don't get roped in. Over 2 years had passed since I did business with them. All of a sudden there was a charge on my credit card from them. Not only did I file mischarge with my CC company, but I had to cancel my card and get it reissued to avoid them from doing this again. My opinion is that freelancer is nothing but a scammer out for themselves and they are hurting the ethical contractors that are working for them.",1,freelancer.com
30,They take totally one side decision .. As I have very good rating 5 start rating that is not easy to achieve and completed 133 projects there .. Sudden he blocked my account and told me that we have issue  duplicate accounts; low quality of entry in contest; blackmailing of an employer. I said we do not have any duplicate account even most of the freelancer have more then 4 accoutns 2nd I told him that we always put contest according requirement still issue we will improve  3. I never blackmailed any of my employer I asked all of my 133 employer they told me that nothing bad from my end even I request to freelnacer.com support tell me the name they never replyed me in this regards How can they play any hard working freelancer's life they need to explain  I hope my issue will solve and I will be work again there as I did hard work there Even after confirm that we do not have issue they send me mail today and close without clear our query .. Regards,1,freelancer.com
31,"I find the Freelancer.com website a confusing nightmare to use, but at least the Help I got from Eric S was first rate. Thank you Eric S. To be clear, I give the Freelancer.com website a 1, but I give Eric a 5",1,freelancer.com
32,"I was scammed by a user named BOOSTDESK123 (stay away from this account everyone) and I contacted Customer support TWICE. Till this day, there is no response and I have not been paid for work done. Customer service has always been terrible as I've never got replies to my emails in the past before this incident either.",1,freelancer.com
33,"Freelancer: - Says it's free to have an account . . . and then after you get all set up, a couple days later, notifies you that you must sign up for a paid membership to continue. Nice advertising. They ought to point that out up front. - Takes a sizable chunk out of every transaction, whether you end up getting paid or not. (Your employer also has the liberty to cancel the project at any time, whether you've done the work or not.) - Is filled with scammers who waste your time (at best) - Is extremely difficult and complicated to use - Charges you a fee to accept a job (!!!) (A $5.40 fee for a $12 job, in my case) - Does not explain things well (I accidentally reported a perfectly innocent user because of an unclear button (typical of Freelancer) and spent a good amount of time trying to fix it, only to be brushed off by customer service after complaining that I was notified ""Action has been taken against the user you reported."" This is NOT the only time a non-explained button or process got me into trouble.) - Lets you work really hard and finish a project and THEN notifies you that in order to get paid you must ""verify your identity"" through a complicated process wherein, among other things, you take a picture of yourself holding your drivers license and a special number they give you, plus you must provide a proof of residence (they say a utility bill or a bank statement(!)), neither of which I have since I am 18 and live with my parents. Tough luck! Long and short of it, I was not paid on my first project (which, by the way, is also my last.) - Is full of low paying gigs that pay anywhere from $2.50-$5 per article (except for the rare high paying gig, more on those below) and these employers want you to work twelve hours per day on this laughable wage. - Does have nice employers who post projects offering decent wages--but in order to take on these jobs, you must have a LOT of reviews (from toiling away for the slave-labor employers, of course!) AND you might even have to upgrade your membership to get the job! - Made me get feel like I went gray overnight. - Told me I had 107 bids I could make--and then when I'd made less than fifty, it said I'd run out and couldn't place anymore. (?) - Is not a place where skilled, professional writers should expect to make money. Period. *  *  * All that being said, my positive experience with Freelancer consisted of posting a contest for a logo design. Prize was $10, I received 62 entries, so many great people submitted wonderful designs, and I got the logo I wanted (in the process linking up with a wonderful graphic designer I'm hiring for my website). Nevertheless, because I'm so disgusted with Freelancer, I'm taking my new graphic designer and leaving. Freelancer won't be getting any more money from me!!",1,freelancer.com
34,Title I provided is based on my experience yesterday when I was trying to bid for a project that was about providing IT support. To be able to bid it said I need to pass level 1 US english test. I dont know if job poster wants bidders to get certified or if it is freelancer itself making that decision. Note that one has to pay about 6$ to get certified. Test is on freelancer site itself and I believe is designed by them. The test questions are quite simple for anybody who has done English at school but I still ended up failing. The reason for failing I believe is tester gets 5 minutes to answer a ridiculous number of simple questions and it is designed so that one can't finish it in time. Basically it is designed so you retake the test and pay for it again. This company is definitely dodgy as I had similar experience another time where I just got charged a fee for clicking a link on my email to view the job request.,1,freelancer.com
35,they created a gift for new sign in and then deduct again the amount for nothing and says this is the member mistake,1,freelancer.com
36,"This site is a joke: Here is why: - So many fees, - So many pop-up buttons to trick you to pay more, - Many fake projects, - Customer support reply is like a machine, copy and paste template to reply just like how people bid the job. - I lost money because of you. How I lost money? - I accepted a project, paid the fee, the client turned out is fake, disappeared, happened so many times. - Accepted a project, paid the fee first, work hard, client release the milestone, but the money goes back to client, then freelancer.com will tell you that you must pay the funds into your Account. If you do not do so, we may suspend, limit or cancel your account, or take action against you to recover those funds? What a joke, you work hard, and lose money. And you got punished instead of fake client! Stay away from this crap site, UpWork is 10 times better. You are welcome!!!!",1,freelancer.com
37,"I am a UK-based freelance programmer and have been getting jobs on Freelancer.com for the last six months. Recently Freelancer.com stole $200 and £110 from my account within a span of a few days. They call it ""Reversal of done milestone payment"" but everybody else calls it THEFT. They didn't even refund me the project fees until I complained to customer support. I have already filed complaints with Action Fraud UK and the UK Trading Standards office. I suggest to whoever has fallen victim to Freelancer.com and is resident in the UK to do the same. I am in the process of withdrawing all my funds and moving to Upwork. Conclusion: Freelancer.com is a SCAM and should be AVOIDED at all costs.",1,freelancer.com
38,"I put in a complaint after a freelancer has constantly asked for payment but has not completed a wordpress site that uses a purchased theme so not much need to be done. The freelancer said it would take 3 days...this is reasonable for the small amount of work. unfortunately we are going past 3 months now with no resolution help from freelancer.com ----- Hi Jason We're aware of the Code of Conduct (https://www.freelancer.com/info/codeofconduct) but how we've handled your case is within our standard operating procedures in accordance to clause 26 of our Terms and Conditions. After all, we allow users to exercise their liberty on how to go about their project together. We hope for your understanding,  We could see the payments in question are still on pending status so as a last resort, you may file a dispute claim over these payments by going to this page (https://www.freelancer.com/dispute/newdispute.php), start your offer from $0, and complete the form provided. We truly hope both you and tariqwajiha are able to resolve this matter as amicably as possible.  Regards, Lyndon S. Freelancer.com Support ------- basically what you are telling me is the guarantee and standards listed on your website is deceptive fluff to get business under false intentions? https://www.freelancer.com/info/codeofconduct I will not agree to do work I am not capable of doing. I will not request the upfront release of Milestone Payments before I have delivered work. 10:50am 27 March 2018 can you please release first milestone pelase working on design soon it will be same like reference 1:25pm 2 April 2018 Hi, I would like to see more progress before releasing the funds. You are 4 weeks late on completing the project and all that has been done in the last 6 weeks is install a few plugins. I will release the first milestone when the project is ready to upload to my site and the second milestone when the site is successfully working on my site. and i will finish in next 3-4 days surly 8:41am 12 April 2018 please release milestone i will transfer it on your server kindly i am sorry i was already late                                  8:41am 12 April 2018  i will do these chnages on your server just release first milestone please so i transfer and after transfer when you find it perfect then release 2nd one 10:25pm 5 May 2018 Give me 2 days please and i will make the necessary changes as its almost done I wont exceed further than this deadline Im still waiting for the customizing of a purchased wordpress theme to be complete.",1,freelancer.com
39,Piece of $#*! website with piece of $#*! costumer support. A total scam. Not recommended at all. Piece of $#*! website with piece of $#*! costumer support. A total scam. Not recommended at all.Piece of $#*! website with piece of $#*! costumer support. A total scam. Not recommended at all.,1,freelancer.com
40,"i interst thist, after i bid , that i must CLAIM that i must paid, how i can get that proyect / job ? Logo Panduan Penawaran Freelancer Apakah Anda tahu bahwa Anda dapat memperbaiki peringkat Freelancer.com Anda? Menjadi yang pertama dalam hasil pencarian, daftar penawaran dan direktori freelance kami dan dapatkan lebih banyak proyek! Pelajari Caranya! Deskripsi Proyek I have some work, in an Excel spreadsheet. Tentang pemberi kerja India Terverifikasi Keahlian yang dibutuhkan Entri Data, Excel ID Proyek: 16720091 Laporkan Proyek Buat sebuah Proyek seperti ini",1,freelancer.com
41,"the worst site on the internet, waste of time do not bother unless you live in a place where the average wage is less than 1 a day do not bother signing up, you will never make a penny, all the clients are pathetic and want everything for nothing",1,freelancer.com
42,"First, the job listings reflect prices that are not close to seeking serious freelancers. So, they're either very naive, very broke or fictitious.  Second, serious freelancers are barred from bidding on jobs over $1000. Third, they charge you to respond to an invitation. Making false invitations a money-maker for them. Theoretically, you get your money back if you don't get the job, but they make it a headache. Fourth, getting your money from them is difficult. Fifth - look at Freelancer.com vs Upwork.com and you'll see a big difference. Since Jan 1, 2018, I've made $30k+ on Upwork. $100 or so on Freelancer.",1,freelancer.com
43,"I did several projects as a freelancer with them, but have to admit, that support sucks more and more, in case real action required. Actually, I have a case, that client cancelled project, although I supplied almost complete work. There was a milestone payment for completion, but I did not receive any payment. Obviously, employer can cancel a fixed price project any time, worth several 100$ dollars, take all deliveries, and the freelancer receives NADA. No freelancer user name supplied, as revenge most lkely from them.",1,freelancer.com
44,"After being scammed and my attempts at recuperating my earnings have pretty much fallen on deaf ears, I have closed my account.  What I got from Freelancer was a whole bunch of shoulda, woulda, coulda. It didn't matter that I played by the rules.  I had thought of keeping my account open, but it is obvious nothing good will ever come from this platform so I will no longer be wasting my time. Besides, there are better, more honest places to get work and be paid for your efforts.",1,freelancer.com
45,"I have had nothing but bad experiences on this site. I've done all the right things (according to their rules) and still have been scammed out of $2000 worth of work. If they are not scammers, they will only pay you pennies; which you are worth so much more! This site is absolutely horrible!",1,freelancer.com
46,"Peoples are working hard and they are stealing money from them. Their charging rate is HIGHEST!!! Show some humanity to poor peoples works for few bucks. If you serve a project of $10, they will charge you $5. This is just like modern thief. Have a Peace, Show some HUMANITY Guys!",1,freelancer.com
47,"People come here to find an income, but it is common thing to pay more that you are hoping to get. I am a freelancer with several months experience, and using this site brought me a bit of grey hair. Most of ""employers"" are really speculators. They pick a project for, say, 300$ and search for a starving programmer who can complete it for 30$ or even 300 INR. The worst thing is that they find such people successfully. One disappointing trait of them is awful communication. They treat your as a slave (as ""talking instrument"") and command to you in impudent tone, ignore your questions and sometimes don't bother making payments. Such people/companies hunt for higher-price project on this site too, and shamelessly put their project with the same description once awarded. Another kind of employer is an obvious crook. They lure you into bidding and promise you a lot, but you should complete their job first (or even a ""testing task""). No need to say a scammer disappears as soon as he gets what he need. I have to say, there are bright stars of real, first-hand, promptly-paying and well-communicating customers too. Consider yourself lucky if you find one. In any case, the site takes its 10% fee as soon as you accept a project, no matter if you get paid or not. If the project owner is one of such crooks, you are at your own. Their support treats you as a human garbage. Don't expect even a response to your ticket after your account has been messed up by them! Generally, they turn their face to scammers and the opposite body part to honest workers. They have a strict ""walled garden"" policy, and openly persecute people for their attempts of direct communication. Freelancers, I mean, because an employer is a person of a higher sort, and he just receives a warning. There is no way for freelancers to communicate between themselves, and we cannot warn each other about a known scammer. It takes a lot of effort to maintain a good freelancer profile. It takes nothing for a freaky employer to leave you a worst rating for a completed and polished project. You have a finite number of available bids, and you have to pay if you need more. Any freak may just close a project you and others have bid on, and create it again hoping to get a lower quote. I am amazed to see a zillion of positive reviews. But most of them are equally short, dumb and full of uncertain buzzwords. Seems their support is working hard to make a false positive image of this cesspool. I've ever seen the same profile images for people pretending to be different. Their attitude takes so much of your nerves that terrible technical problems appear not so important. The site is painfully slow. Your stats become calculated wrong (as in 10 + 20 = 5). Your 5-star rating may just disappear, as do a part of your profile/reviews. The system may take a piece of your already received money just because there's a full moon. And you are at your own, because no matter what you do the site takes profit of it. And because everyone else is your competitor.",1,freelancer.com
48,"I was wondering how is this possible every one is giving 5 star rating and doing ga ga about freelancer support whereas it is more almost a week no one has touched the ticket I opened. Look like freelancer has hired some people who are writing these 5 stars :) Coming to my point, it is about four weeks and issue is not resolved yet, FL is deducting 15% instead 5%. I dont want to be preferred freelancer anymore. I am no longer part of preferred freelancer program since 2017, in 2018 for new projects I am being charged 15% instead 5%.  They took 3 weeks and resolved temporarily by doing some adjustments but billing with client is weekly hence every week I am being charged 15% for the last two week. I have replied to ticket QKU-982-27970 on March 13th. no one is interested in responding to my ticket despite the fact I contacted them again on IM chat, they said some one will respond you in 3-4 hours.  Sorry! nothing happend.",1,freelancer.com
49,Another site that has low income paying jobs. If your a skilled freelancer with a top notch portfolio you should expect to take 15 / 20 very very low paying jobs with the hopes that you can rank up to get a better job should it maybe come along.  I have never seen a site charge as many fees as this site. I swear they make more money of the freelancers trying to rank up over the amount of jobs posted.,1,freelancer.com
50,"Freelancer.com has very bad standards, too many fake projects posted each day, deduct fees on fake projects and automatically reverse the milestone with informing worker. After that their support staff do not want to listen anything!!!",1,freelancer.com
51,"As a vfx artist, I rarely get exposed to scams or scam-like environments. I recently browsed freelancers.com to answer job ads. It works similar to Upworks, however it has a ""craigslist vibe "". Meaning, you need to weed thru the scam artists that troll & monitor the site.  The other day I went on and left my page up for an hour. When I returned, I had 6 messages all offering me jobs. I wasn't paying close attention at first, so I clicked ""Accept"". I then noticed that ALL offerings were from 2 users. @snowgallery & @southgallery. When they sent me the job description, they gave a typical scam-like job. (I won't bore you with details) I then noticed a $-60.00 in commissions in my account on Freelancers .(They didn't take any money from me, however, its listed as ""what I owe"") I have not hear back from Freelancers yet, but when I looked up the scam account so I can have a nice chat with him, :), freelancers closed the account and removed the $-60. commissions. So Newbies BEWARE of this site. Although it has honest people just wanting to have work done & provide services, you need to wade thru the scammers . For me, it's not worth my time to deal with crap like this. I welcome disputes about my finding.",1,freelancer.com
52,"First they explain to me that they have additional fee, then they didn't return to me my money as I request as you need to deposit it to proceed with project. And when I said I will go public they cancel my account! Be aware of this page! Dani",1,freelancer.com
53,"i applied so many times for preferred badge on freelancer.com every time they says , i need to work on more reviews, when i get more reviews with 5 star ratings, now they say we cannot admit you because of some new reason which they cannot disclose , i mean wow .. i believe the preferred team doing something wrong with the site, they do not responds , i dont know, but this is really not good way",1,freelancer.com
54,"once you won any contest or did any job, you get the payment your problem starts. their so called violation of terms and condition which didn't get violated before you earned the money...once you earned the money you violated their terms and condition which they didn't even tell which rule you violated after asking several times in the customer support...in total they looted more than 120$ from me by hiding their curtain of violation and I don't even know what rules I had broken. My client also requested them to give me the money at least or give him back his money. They did nothing. Goodjob freelancer.com.",1,freelancer.com
55,"I have been with the service for YEARS and I can tell you that it is absolutely garbage, the support is never helpful and they're not liable to help you nor to even talk or give you rightfully earned money, any mistakes they make are solely your responsibility only. Make sure to read the terms and get ready to be horrified. I encourage anyone to challenge these statements made here. https://www.freelancer.com/about/terms",1,freelancer.com
56,"I got a bad freelancer, who, as soon as I sent the data, got more demanding and was verbally abusive. I tried to end the project right away, before even one minute of work was done. But now I'm stuck paying additional fees. And if I'm lucky, I'll get a partial refund as a credit! I don't want to use this site again if the freelancers are so unprofessional, so, why do I need credit? Buyer beware!",1,freelancer.com
57,IM GUESS THEY HAVE A FEW GOOD GUYS BUT THE GUY I GOT JUST RIPPED ME OFF BY NOT DOING ANYTHING THEN THE SITE DIDNT REFUND ME ANYTHING. i had problems with upwork also i just dont think they have your best interest in mind and always looking fr the easy money never wanting to do the hard work,1,freelancer.com
58,"I accepted a job that was posted, and after I completed it and got paid, they took my payment (without notice!) and deleted the employer account, saying the job violated terms and conditions.  In the meantime, one of the freelancers I hired sent me plagiarized content, and even though I opened a dispute and reported it to support, they still did nothing.",1,freelancer.com
