,content,rating,title
10,"One of the worst travel platforms to work with... they provide zero support for hosts despite years of loyal working relationship, they will turn on you with no real justification. Not worth the anxiety for a big Disappointment at the end. Their customer support also sucks they provide only useless textbook answers with no real solution at the end!!! They are an utter disappointment to work with whether a host or a traveler!",1,“Utter Disappointment!” 
11,I booked a home that when I arrived was in a seedy neighborhood with people drinking and hanging out on the corner. I didn't even enter the home. The owner did not answer and the people at Airbnb kept giving me excuses about a refund as I didn't feel safe. The house didn't even look like the picture posted. The bars on the windows of houses next door and the drug deals going on state not a good place to stay but the ad said nice neighborhood. Huh. Not sure if I will ever use this site again and this ruins it for the good hosts,1,“Horrible customer service” 
12,"Aweful user experience in website!!! Lots of glitches impacted negatively our experience while we naviguate on your website, so annoying !! 
- Map (search functionality ) 
- Mobile app : ""verify your identity"",but never received an email, button stay loading
) ....",1,“FIX BUGS and glitches in your web and mobile platform !!!!!!” 
13,"I work for a trade show company in Southern California and we make frequent trips out to Las Vegas for various trade shows. There was a house that I saw that was available by a host named Andreas (From Los Angeles) that I wanted to book for my boss, myself, and my employees. So while I have this reserved, there were some things I had to change about the profile since it was a company profile under a former employee's name. While doing so our reservation was canceled and we were only offered a partial refund. I contacted the host about refunding the rest and he offered me a bogus special that was for $199 per night. Well, the original price was for about $150 per night. He also told me that he contacted Airbnb and they informed him that it was an error that caused the cancellation. So he was of no help to me. I then proceeded to call Airbnb in which the first operator that I spoke to hung up in my face. Then the second individual tried to put the blame on me before it was handled by her manager who is named Diana. Diana contacted Andreas about offering a refund and he refused. Then she turned around and told me that it was me that canceled, and a full refund would not be provided. So Andreas gets a free $500 on top of the new guest who reserved his house. Good job with supporting scammers Airbnb. I will be reporting you to the Better Business Bureau.",1,“Ripped off” 
14,"Recently booked a stay at a Bronxville, NY house...wound up in the owners basement apartment which was dirty and not what was advertised.  Airbnb said they got me back $150 of the $500 I spent even though I got scammed and had the documents to prove it. It was a clear case of bait & switch. They did nothing and the scammer is still listing the rental. I would never use them again. Their customer service stiinks.",1,“Airbnb Customer Service” 
15,"I made a reservation for a rental home for 2 months in Albuquerque, NM.  As time went on something unexpected came up that interfered with out keeping that reservation.  I called Airbnb months ago to cancel.  They told me It was cancelled.  Yesterday I found out IT WAS NOT!!!! Out the Money.",1,“No way to get out of a reservation.” 
16,"We will never use this dishonest, greedy, immoral company again. Airbnb rented us an illicit rental apartment in an Atlanta apartment complex. As we found out once we were there, the complex does not allow Airbnb rentals.  The host gave us and dozens of other Airbnb renters the security code to the front gate of the private complex and access to all the complex facilities.  We were kicked out of the apartment. I notified Airbnb that the host is not allowed to rent out her apartment in this complex and that I want a refund. Airbnb refused to refund ANY of our payment. I gave the the number for the main office in the complex.  Not only did Airbnb not bother calling the complex, they continued allowing the host to rent the apartment, knowing full-well that the rental is illicit. 
Their customer service is worse than the DMV.  The worst I've ever dealt with. It took me hours to reach a person who could speak English and understand the problem.  But they didn't care. They said it's not their problem or their responsibility to make sure the Airbnb rental property is legitimate and legal!",1,"“Airbnb is a dishonest, greedy, immoral company” "
17,"We will never use Airbnb again.  Airbnb pretty much the worst company I have ever seen.  The worst customer service experienced anywhere.  

They have so many issues with their business!  Things almost always go wrong when you use Airbnb, and they provide the worst customer service.  An Indian 'follow the script' 'I can't do anything for you' --- customer service person is all you got.  And they have no employee ID, no name that you can hold them responsible for, and they obviously don't care about the company's reputation or care to provide good customer service.  Care even less trying to understand your situation, and help you solve any problems.  So as a host, or renter, you have issue, you can expect to left to pay for it. 

As a business owner myself, I really don't like to see other business go bad.  
But Airbnb is one of the only company I wish will go out of business, and someone else come into the space with a better run company.",1,"“Worst company, worst customer service, they just don't care” "
18,"Did not stay at dirty home in France.   Took many pictures to document our issues.
This caused us multiple  problems.

B&B would only refund a partial amount, which did not still well.  We should not have to pay ANYTING!  Finally, AmEx refunded the full amount.

Also, at 8pm , in a strange city, we had to find a hotel... which turned out to be another 
disaster. Will NEVER  AirB&B again!!!",1,“Update of AirB&B” 
19,"Categories
My Reviews
My Settings
Help
LOG OUT
Alternate Text
Ray K
US
For companies
Your review counts!
You reviewed Airbnb
Ray K
Ray K
1 review
Star 1
Star 2
Star 3
Star 4
Star 5
Just now
DONT USE AIRBNB
The property was not even close to as described. We were welcomed by another ""guest"" living in the house while drinking and sitting on our bed. Check in process was not as described and we had dirty linens. We didnt stay 20minutes and decided to cancel the reservation and the host was kind enough to agree to refund us but unfortunately Airbnb decided to take it upon theirselves to refund only 80dollars from the 600+ they owed us. We continuiously try to call their customer service, which IS THE WORSE, and unfortunately ever day they keep changing our case manager and no one follows up!! For the sake of your sanity and money, DO NOT USE AIRBNB. Pay the extra to stay in a hotel and be guaranteed a better service. Unfortunately Airbnb never follows up with the hosts to verify the apartment, condos and houses are as described in their posts!",1,“DONT USE AIRBNB” 
20,"BUYER BEWARE!!!!! Airbnb is GREAT... until it's NOT. I was an avid Airbnb patron for many years - hosting and staying. But then I had my first problem... an owner who lied about their place and was unresponsive once I arrived. I had paid $780 for a monthly rental - I stayed overnight with no internet, stove and a malfunctioning heater (it was freezing in Malta). The owner refused to give a refund so the great Airbnb staff got involved and got me a whopping $500 refund! So I paid $250 for a fraudulent one night stay! HORRIBLE! Will never ever use them again - because when will that next problem occur???",1,“Don't Gamble on AirBNB - It's Not Worth the Risk!” 
21,"I've been hosting using AirBNB the last couple months and find the app and company policies to be quite unfair for us hosts.   For example, anytime someone has an inquiry/question you as a host must pre-approve them staying with you in order to avoid penalties.  I have had several guests ask to park at my place for up to 3 weeks while they travel & only book 1 night at my place.   Because I don't have parking available beyond the nights a guest stays at my place, I don't pre-approve' these types of questions, however I always respond in a timely manner.  Because I don't automatically pre-approve these requests, I get punished by my approval percentage' rate dropping and therefore my listing is dropped to the bottom part of all searches in my area, even though my price & location may be more suitable for guests.  I also couldn't approve someone who wanted to check-in at 7am because I had a guest in the room & checkout is at noon for my place.   Because I didn't approve the person who wanted to check-in at 7am I again got penalized for not approving the 7am check-in.  Their customer service is also not good, lengthy wait times to speak with someone and untimely responses to online questions. It's truly an unfair system for hosts & I will no longer be using AirBNB.",1,“Brutal” 
22,"Beware of this site they are thief and customer service is useless dont waste your money in here there are lots of decent sites like flip a key or expedia....so dont be fool and waste your money in here get a better deal somewhere else this site is scam 
SHAME SHAME SHAME ON YOU AIRBNB",1,“RIP off company” 
23,"My tale begins with a failed attempt to rent a cabin in Eureka Springs through Airbnb. In the middle of going through a divorce my wife filed false harassment charges against me without my knowledge and Airbnb cancelled my reservation and refunded my money due to the charges against me. ""Ok"" I thought ""understandable"" as I figured they didn't look specifically into my legal case to find the falsities. Well the deactivated my account. Enough time has passed, my case was dismissed due to the judge seeing through my wife's lies and I thinking I'm going to try using Airbnb for another stay in eureka and my upcoming trip to Lake Tahoe. WRONG. Even though I started a new account it was immediately flagged and deactivated. Customer service was NO help at ""Zoey"" spent no time looking into the matter and immediately responded with saying they had no obligation to offer explanation and had barred me from any further use of their platform. Ok. I get on Homeaway's site and I booked both my trips with confirmation in less than 15 minutes. Congratulations Airbnb. You lost a customer and added a nice blemish to your already poor reputation. HOMEAWAY for ALL your vacation rental needs! Lol",1,“This service is horrible and there are better options” 
24,"If you are looking for renting a property through this booking site please read carefully and be aware. 

Hidden fees 
The prices listed seem to be lower compared to some hotels, but that is misleading. Once you get to the check out you all of sudden notice that
1. They charge you booking fee for every day you book - that seems to be % of your booking so it can add up to $80-$100 extra 
2. Many hosts will charge you cleaning fee $30-$35
3. Many hosts will want you to also pay for electricity and water
4. Add to that that you get no daily service
5. No free breakfast 
6. No airport shuttle 
7. no 24 hrs front desk service since the host lives usually quite far or in different country

  All added up you pay a lot me for the booking than in the hotel

Process of booking through airbnb
This is the worst part. Their computer system is completely corrupted. It has so many glitches that both the customers and hosts have their share of adrenaline floating. For one, you have to wait for the host to approve you. You can send a request for booking with conformation after making your payement, but 24 hrs later you may get automated message that your reservation was cancelled because you did not verify your account. You go again and repeat the process with the verification only to receive another cancellation next day stating you did not upload your picture. 
  The host can send you a direct booking link, but if you don't respond in 24 hrs , not  48 as the system tells you, you get a message that the host withdrew your booking and the property is no longer available. If you contact the host he/she will tell you they never sent such a message and that they got message that you cancelled the reservation. So it is absolutely ridiculous.

Making changes/cancellations
Most places allow you to make changes with 48hrs. So you go in change your dates and send a message to the host requesting the change. However be aware that the system will not log in your change of date. It will only send the message. If your host does not respond in next 24 hrs, the airbnb rep will tell you that you passed your 48hr cancellation window and you are loosing your deposit. 

  Take my advise and book through more reputable sites such as hotels.com, booking.com, agoda, or what ever else, but stay away from this site to save yourself the headache. I am sharing this with you as an expensive lesson I have learned. Do not make the same mistake I made.",1,“Corrupted system & hidden fees” 
25,"We used Airbnb for years without issues in various countries of the Western world and Vancouver. But now that we're back in Quebec, we are treated to our own people's complete disregard for basic courtesy, it seems. The first place we rented was dirty and smelly. In addition, we were imposed a flatmate for a couple of nights when we had rented the whole apartment for a month! Thankfully, this was a clear breach of contract and we were refunded, otherwise we would have had to endure the stench and dirt. Then we rented an awesome and spotless house twice. The third time, though, the host canceled on us with a three-day notice! We couldn't believe it. And now we just rented what would have been a great house for the Christmas holiday, except it was a smoker's house! There were lots of ashtrays and the air was toxic because the fireplace was on and the ventilation system didn't work properly. With babies, we had to leave. In addition, the place was dirty and we were absolutely grossed out by the inside of the microwave and the kitchen, in particular. When we wrote to the host just mentioning the cigarette smell, he merely insulted us in capital letters and ordered us to get out of his house immediately without a refund! We checked the reviews again, they're all very positive. Either people have seriously low standards, or Airbnb, as other commenters here have suggested, edits reviews and systematically deletes negative ones. Now our holiday is ruined. My husband spent 6 hours on the phone with representatives trying to get a resolution, thus ruining his family reunion dinner. There was also an issue with his account being blocked and him being unable to read correspondence. We are still waiting to see what will happen to the rest of our holiday. Thankfully we have relatives around who could host the 7 of us in the meantime. 
So people, here is my advice: don't rent in the province of Quebec! 

En français pour mes confrères francophones : nous n'avons eu que de bonnes expériences à l'étranger et dans le reste du Canada. Malheureusement, les hôtes Québécois ne savent pas s'occuper de ce genre de ""business"" (et je dis ça en tant que Québécois ) : nous en sommes à la deuxième maison crottée (dont une maison de fumeur avec un foyer à la ventilation défectueuse qui a rendu l'air encore plus nocif !! En plus, c'était le proprio qui avait parti le feu en nous disant de ne pas utiliser le ventilateur !), à un coloc imposé alors qu'on avait loué un appartement entier, et à une annulation avec 3 jours d'avis. Nous avons dû quitter les lieux à chaque fois et passer des heures à tenter d'obtenir un remboursement auprès de divers agents. 
Louez des chalets auprès de professionnels de l'hôtellerie, les standards sont trop bas au Québec. Nous sommes vraiment déçus de devoir le reconnaître.",1,“Never again!” 
26,"The experience overall was good as a host, But i do have an issue with not being informed/alerted that i had to provide an identity to withdraw the money! It's basically hidden info on the site while it should be very clear to me before i proceed to have a guest in my house, It's been a few months and the guest is gone and i still can't receive my money(That i started the whole thing because i was in need of it at that time), I can't do that because i don't own a passport and that's the only option they gave me to prove my identity so they made it even harder for me!
That's an issue or that's what i think is an issue.",1,“Bad customer service” 
27,"An Airbnb host cancels unexpected two days prior to the check-in date for a family New Year's celebration. When ""working"" for over four hours with the Airbnb Customer Service, all of whom are shocked that the limited comps are so expensive so close to a major holiday. Airbnb provided poor alternatives for a family trip, stating that other options were too expensive. Their solution was to receive a partial reimbursement after the fact. Not to mention this was after four LONG phone calls and four hours of nothingness. I expected more. My fault for assuming anything good from Airbnb.",1,“Airbnb ruins New Year's Plans” 
28,"Horrible experience with Airbnb. We've had about 5 instances with airbnb where the guests brought extra guests to the place. They book for 1 or 2 guests, then there's 3, 5, 8 guests coming in. We have video footage, took screenshots of these and we filed a claim with airbnb. Airbnb denied all claims saying that all these video footage is not enough evidence that the guests had extra guests!! Our listing clearly states that no extra guests are allowed, they will be charged fees for these and Airbnb just denied it! If that wasn't proof there were extra guests, I don't know what proof they think is valid!! Aibnb contact me about this icpm3245@gmail.com",1,“worst experience” 
29,This was the first time using Airbnb. Our room was advertised as $70 per night. After all fees we were charged over $120 per night.,1,“Scam” 
30,"When we arrived at our cabin, we found dirty, unchanged bed-linens (one bed had body hair in it, the other had rice from someone's Chinese take-out in it). The coffee pot had dried coffee stains on it and the toaster was full of crumbs. We were so disgusted we canceled our booking, left after 20 minutes, and went to a more expensive hotel. Unfortunately, we didn't think about taking any photos. The host refused to refund us ANY money. Contacted Airbnb and was told any documentation needs to sent within 24 hours - HELLO??? We're travelling!!! How is that practical?

I posted a negative review of the cabin on Airbnb and was notified it wouldn't be posted until the host reviewed it and commented on it. How is that honest? All a host has to do is not review or comment on any negative review to avoid having it posted. My advice to anyone looking at Airbnb is to RUN! We will NEVER use Airbnb again.",1,“No Refund for Dirty Cabin” 
31,"I've used Airbnb many times and never once had a problem until now. BE AWARE of anything in the Host descriptions stating that ""additional information may be required"" means that Airbnb has allowed this Host to ask for private information to check for a criminal background, sex offenders and other private information that Airbnb has allowed the Host to profile, discriminate and DENY your stay in that Host property. Airbnb will not support the customer (renter) and refuses to refund the complete amount of money because apparently it is the customers (renter) responsibility to inquire what this ""additional information"" is before making a reservation. Airbnb is making a huge profit on our (the public) renting properties through them and do not stand behind us. Not sure how this makes you feel but to me this is completely wrong and should be illegal. I never once have had this happen in a hotel, resort, casino. No where in the US is this alright but for some reason Airbnb has allowed these policies to be ok for the Host to discriminate it's people. With all the equal rights we have in this country, a huge company like Airbnb is allowing a Host to discriminate. PLEASE BE AWARE of this. I have tons of correspondence between me and Airbnb, the Host managers company for proof. Like I said I have used Airbnb many, many times in the last 4 years and never ran into this until now. I'm sure they will reply with something on the lines of. Oh we are so sorry and it is the responsibility of us (the renters) to ask what ""additional information"" is before reserving a room and basically that it's not Airbnb responsibility to make sure that its users (renter) are protected and safe. I hope that someone out there reads this and has the money and time to slap them with a law suit. Discrimination and profiling of the public is not ok.",1,“Be AWARE” 
32,"I posted a recent complaint about Airbnb on their facebook page, not only did they remove it. They sent me a personal message acting like they had good intentions, only to lead me to a dead end like all of their other representatives. My bank will reimburse the funds I recently wasted on an airbnb trip, but my advice to future airbnb users, please read their terms and conditions. If there are any issues with the property you're staying at, document it in videos and photos, because airbnb will not reimburse you in anyway. Their customer service is completely despicable, don't waste your time with them. Contact a lawyer and seek advice before proceeding.",1,“Airbnb” 
33,"Avoid Airbnb at ALL costs!! 
As a travel agency we have heard nothing but negative experiences from this place over the past 2 years which have just gotten even worse. 

Absolutely unprofessional company first of all. Had to contact them re issues on numerous occasions and if it didn't take weeks to hear (a poor) response I never got a reply at all.

Secondly, if a company (Airbnb) has to PAY people and agencies to leave positive reviews on their behalf, it says very little for the reputation of that company (Airbnb).

Lastly, there has always been a safety and trust issue with these listings on their site. Majority of them have turned out to be scams and hence why so many people end up with cancelled reservations. As recent as last week a female traveller staying at an Airbnb in Costa Rica was unfortunately killed at the same apartment. 

If you're going to travel and the quality / safety of your family depends on it; book with one of the more reputable sites... VRBO/ HomeAway. 

Update: 
We've also had numerous complaints with regard to racism on this site as some members a) either choose not to reply to some individuals based on their ethnicity or religious background. 
Their GDPR (General Data Protection Regulation) are also not valid as two clients have their personal information being withheld due to Airbnb refusing them access to the site to properly delete and close their account. This a breach of a major EU & International LAW!!",1,"“Avoid !! SAFETY, TRUST, & non GDPR compliant” "
34,Worst experience with host Michael.  Location was dirty and disorganized.  Host was not willing to clean as requested.  Location was unlivable and had to leave but they still charged for full reservation. No refund Was given when we requested since we did not stay.  They are not in the business of providing housing they are in the business of robbing you!  I tried reviewing in yelp but somehow they where able to pull it off!   I wish I knew of this site before I booked with them!,1,“Never again” 
35,"I rented a place through Airbnb and right before the trip I saw a couple new reviews stating that people had issues with cockroaches. I contacted Airbnb and they told me they were false reviews and I had nothing to worry about. They assured me that if I saw any when I checked in that they would move us. 
We checked in and we started seeing them everywhere!!! I contacted them and no only did they not move us but they only refunded $120 of the $950 we paid! We had to spend the trip in a cockroach infested place. I called, asked to speak to a manager and they did not care. They closed the case and told me it was my choice to stay there. I have used Airbnb for years and I cannot believe how they treated this situation.",1,“Cockroach infested place and they wouldn't move us!” 
36,"The place I rented did not have the amenities it promised (heated pool) and was dirty.  Also the host showed up in our backyard in the dark with a flashlight unannounced during our stay and it made us feel extremely unsafe.  So, there is the component of having a host that is dodgy.  But the component that compelled me to write this review is the way airbnb handled my concern.  They sided with the host based on his rating overall rather than my individual experience.  My experience was uniquely bad but because his reviews were ok from other guests my concern were not addressed and was minimized.  There is not direct number to contact airbnb and so all complaints are logged in an e-mail process.  They called me back and that's when I got their number.  By the way, it's 855-424-7262 if anyone is looking to call them directly.",1,"“Stay away, zero stars would be more accurate” "
37,"AirBnB takes a completely one-sided approach to the rental process...ie the renter is always right and the owner is always wrong.  What does that mean to you as an owner or manager listing your property on AirBnB?  It means that guests who make exaggerated complaints, unreasonable complaints, or even outright false complaints are unquestioningly handed refunds with no recourse or appeal.  Doesn't matter if you can document the false or exaggerated nature of the complaint, AirBnB doesn't care about owners.  Savvy travelers know this and take advantage of it.  Owners are better off putting their time and energy into advertising elsewhere.",1,“AirBnB is bad bad bad for owners” 
38,"You are taking a chance and I have no pity for those that even use Airbnb. You are risking the possibility of being kicked out because of zoning violations. Be advised most are not legal in the municipality and are reported by neighbors that are tired of short term rentals. Is going cheap worth the risk? Safety, Fire, etc.",1,“Most are illegal” 
39,"We decided to book an Airbnb property as part of my partner's 40th birthday trip to New York.  I spent many hours researching available properties and chose what I thought was a clean modern apartment in Jersey City.  I looked at the rating for the host and his property, of which he had scored 4.5 out of 5 and numerous good reviews, so felt comfortable making a booking.  Unfortunately, had I paid closer attention, I would have noticed the handful of negative reviews that would have sounded alarm bells.

We arrived at the property at approximately 15:30, and we were disturbed and extremely disappointed by what we were greeted with.  Yes, the Airbnb photos were of the property, but they were VERY old. 
 The outside of the property was unwelcoming and off-putting, with overgrown weeds and litter strewn on the driveway.  Security was a concern, as the front door was only secured via a single deadbolt, due to the whole mechanism for the door handle being totally removed.  Entering the property, we were immediately struck by how tired, dark, and filthy the property was.  It seemed like the property hadn't been properly cleaned or repaired in years: lights that didn't work or missing; dirty grubby walls and doors; ceiling fans caked in dust and dirt; a bathroom that hadn't been cleaned since the last occupant, complete with an unflushed toilet featuring a toilet seat caked in what looked like mould/urine; the heating was turned off and could only be controlled by the owner - which he refused to turn this on despite calls and messages;  the bedding was dirty and beyond worn, and was only good for throwing out;  the ironing board was covered in stains.  I could go on, the flat was just DIRTY and a dive.  Obviously, we refused to stay here and contacted Airbnb immediately.  

We expressed to Airbnb the urgency of getting this matter resolved before night fall, as we didn't want to be roaming unknown neighbourhoods in the dark for another Airbnb property we knew nothing about.  Our requests were ignored and 5 Airbnb agents and 10 hours later, we were advised to book into a hotel for the night which they would pay for.  When I enquired into the refunding of my booking, I was told that I would only be receiving HALF of it, as I had made the mistake of contacting Airbnb first and not the host - I was furious.  It was now 12:30am, and after a stressful night with an unsatisfactory result we booked into a hotel.

The following morning we received an email stating that our original booking had been cancelled and that we would be receiving a partial refund.  Still, a replacement Airbnb booking had not been arranged, and we were left with nowhere to go.  We spent another day being passed around from agent to agent with no resolution in sight.  Once again, we were left with no other choice and booked into the same hotel for the remainder of our stay that evening.  Luckily we were eventually passed through to an understanding agent who went above and beyond to get us a satisfactory result (had we received this service from the beginning, I'd still be an Airbnb advocate to this day, but the damage had been done and it was too late).  I took us a week, but we eventually received a full refund, and one nights hotel booking paid for.

Booking with Airbnb resulted in us losing two days of our holiday (waiting for correspondence from both host and Airbnb), being pushed beyond breaking point trying to resolve the matter, and leaving me short of £497 (a combination of hotel fees, phone call costs, and transport).

Take note, DO NOT BOOK WITH AIRBNB!",1,"“Take note, DO NOT BOOK WITH AIRBNB!” "
40,"Wish another perform would begin doing what airbnb does but do it better.

This is the second time I've had a refund and they lie and say they refund it immediately but your bank might take longer.  10 business days later i called my credit union.  Airbnb didn't release the refund.  They would have knowledge of this.  So airbnb lies and doesn't release the refund.  Who knows how long it will take. 

They also stopped splitting co-host fees and will only payout to one person. As a person who cleans for hosts this is particularly frustrating.  I'm frustrated and the hosts i clean for are frustrated.  They have had a ton of complaints about this and it's clear they plan to do nothing.

Someone out there who is computer saavy, please do a better form of airbnb. I'll be your first client.",1,“They hold onto refunds and they stopped cohost split payments” 
41,"This company discriminated against Jews.
They participate in political boycotts as a company solely against Jews. They tolerate clientele from countries where people are denied basic human rights to vote or are female or gay. They will do business with countries on the US terrorism list.

They don't represent their customers or shareholders. Don't do business with these people.",1,“Antisemites” 
42,"This service does not vet their ""verified"" listings. If where I stayed was verified they need to change their process. I stayed in a place called Spaniards Landing in San Diego in September 2018. It was dirty, The bathroom looked like it has not been updated since the Spaniards landed. Broken tiles, broken shower handles. Unset toilet seat. The worst part was the run-around from AirBNB. A different ""agent"" every time to which I had to tell the sad tale. The rationale for not offering some compensation. The reluctance to agree to asking the owner to change the listing to fix the property. I also checked and the bathroom was never depicted on the site. Do NOT book through AirBNB. I am heading to Homeaway right now for my next stay!!!!",1,“Do not use this service” 
43,"Airbnb tolerates fraudulent listings and, what is even worse, will side with the hosts who lie in their posts. I was tricked into booking a place where number of bedrooms and beds was inflated. Good luck getting support let alone refund from them. It worked until it didn't, buyer beware!",1,“Misleading listings” 
44,It is a true sign of an incompetent monopoly when useful features disappear. Without map search this thing is not worth it. I use booking.com and expedia now. We need government regulation of monopolies like airbnb. They should not be allowed to own (and damage) what really is infrastructure of modern society.,1,“why no more searching on a map?” 
45,"In my experience, there was a 50% chance to encounter bad hosts and you'd end up getting fines from airbnb (service charges) even if you got a refund. False claims are very common and airbnb continues to let the problematic properties and hosts on their platform. There's no consumer protection at all. Don't ruin your holiday and get fined. Stay in a hotel. Btw, airbnb properties aren't cheaper than a hotel room.",1,“Avoid at all costs” 
46,"Not worth the bother or the money. I stayed in Copenhagen and was not at all satisfied with my room. I stayed in a basement where I couldn't look the front door. The owner was not helpful at all, actually he was slightly hostile. And of course I didn't get some of the money back that I have paid. When I came home I was going to write at scathing review of this place but oh no. I had two weeks to do it they said but after a few days it was too late. I contacted Airbnb about the review/deadline but that was like talking to a wall. It's extremly hard to get any response and when they finally answer they are of no help at all. Stay at a decent hotel or don't go at all is my suggestion.
https://www.airbnb.se/rooms/6243862?adults=1&children=0&infants=0",1,“Don't do it!” 
