,content,rating,title
11,"My wife was a dedicated 5 star Lyft Driver with raving reviews from 100's and 100's of riders for more than a year straight,  but all of a sudden she gets a text from Lyft saying her account was suspended, due to a fake and bogus report calming she was driving while under influence. They did not even bother to ask everyone of recent passengers to confrim or simply call and talk to her....they simply shut her down and  her  her account on the spot over a fake report

 Of course I immediately knew that this was a lie, because she would never ever do such a thing and the fact that she could not stop crying while telling me what happened, made me so very angry that I decided to write this review and my first hand experience with this ungrateful, disloyal and mismanaged company that treats their biggest assets like garbage. USING THESE POOR PEOPLE THAT RISK THEIR LIVES ON A DAILY BASIS TO MAKE BILLIONS OF DOLLARS FOR THIS COMPANY, WHILE THEY GET PEANUTS TO BARELY PAY THEIR BILLS AND DISCARD THEM LIKE TRASH AND MAKE NO EFFORT TO PROTECT THEM AGAINST THIS KIND OF ABUSE

They did not even bothered to read any of the raving reviews that describe her as one of the best and the safest driver in Los Angeles.  They would have quickly realized that not only what was reported was FAKE, but completely against her characteristics and her driving history...OTHERWISE SHE WOULD NOT HAVE SUCH AN IMMACULATE DRIVING RECORD AFTER ALMOST 10 YEARS OF DRIVING IN THIS TOWN

she does not even have one parking ticket, LET ALONE A DUI...AS IT WAS CLAIMED

so whomever that made that false report must have been either  one of those rejected $#*!s that hit on a pretty young female driver every chance they get  and could not take NO FOR AN ANSWER! or maybe an insecure girlfriend finding her BF drooling like a Dog the minute they get in that car, because She is a million times prettier and charming that them....but  whatever the reason, IT WAS ABSOLUTELY OBVIOUS THAT THIS WAS A TOTAL BOGUS REPORT! AND A SET UP!

and what is  more shocking is to find out that  Lyft did not take any measures to find the truth before ACCUSING HER OR A CRIME SHE DI NOT COMMIT

Someone needs to TELL  CEO of lyft TO WAKE THE $#*! UP $#*!!
 WE DON'T $#*!ING LIVE IN SAUDI ARABIA, AND PEOPLE ARE NOT  ASSUMED  GUILTY BEFORE PROVEN INNOCENT, BUT OUR CONSTITUTION SIMPLY SAYS:

 In the United States, a person is considered innocent until proven guilty. The 14th amendment to the US Constitution guarantees to every person, aliens included, equal protection under the law. And for this very reason, I promised to make an example out of her case for all the innocent drivers that have been falsely accused and abused by this company.

This law has been put in place by our founding fathers of this country simply to protect people like her  from being the target of such abuse and treatment by companies like this

.... so please  If you you have similar stories to share, let me know or care to comment
Lyft has clearly stepped over their foundries by breaking the law! And they must be punished! by
 a massive class action lawsuit by wrongly accused victims that have suffered similar emotional, psychological and financial pain and hardship as my wife did today

Please share your story or feel free to contact  me

Thank you",1,"“lyft treats their drivers like garbage, let alobe their passengers” "
12,"I am livid. Im found out from some entirely disrespectful customers service agents that your company authorized a charge on my bank for $15.00 when I have gift card credit for Lyft. After being hung up on by someone who claims to be a supervisor. I took a look at my bank account and found that Lyft tried to authorize $15.00 from not only one account, but two accounts even though there is nearly $80.00 in gift card credit sitting on my Lyft app. One my personal accounts declined (thank God) and the other accounts placed the authorization and reversed it soon afterward. I soon found out from a representative who calls herself Carolyn that Lyft authorizes $15.00 even though you have credit because its set up that way in the system. She said its in the terms of service. So I will be contacting the BBB and making a complaint.
My ride history doesnt show records of this charge and no alert to this policy was given. This is a buyer beware that everyone should be aware of and I will make them aware of it.",1,“Authorized $15.00 on my account even though I have $80 in gift card credit” 
13,"I decided to use Lyft instead of Uber for once and was sadly disappointed. I took a Lyft to and from a destination, with the first costing $11 and the second costing $31 because the driver lied about the route he took. When I attempted to contact Lyft to dispute the charges, they sent a standard email response saying basically sorry for your luck, with no way to contact them by phone. I am usually a very understanding customer and dont get upset easily, but Lyft is a dishonest company, who cares more about making a profit than their customer service. Will never use this company again.",1,“Dishonest company with unacceptable customer service” 
14,"I started driving for Lyft a few months ago to supplement income (about 2-3 shifts a week, 4-6 hours per shift) & I'm pretty sure that after wear & tear on my vehicle, I may have broke even.  If you don't accept the crap they send your way (10 + miles away for a $2.40 fare, repeatedly) then they send you a message basically threatening to lower your rating if you refuse anything they send to you.  Additionally, on several  on at least 2 occassions, I traveled 15 mins to the pick-up point, waited the allotted 5 minute boarding time only to have the customer cancel and received $0 compensation. THIS COMPANY IS A LOAD OF $#*!.  YOU'VE BEEN WARNED!!",1,“Third World Wages at Best” 
15,"Lyft is not a cab sharing service but a big fraud in the name of service!!!Once you register with lyft providing your personal info, including your cc details, you will be doomed!!! Lyft will use it in a way that it deems fit and if you raise a concern they will quote some stupid terms n conditions!!! I had very bad experience using Lyft n decided to get rid of this app and deleted my account in Sep 2017!! I even sent multiple requests to customer care to have my personal info ,including cc details to be deleted permenantly and to avoid any misuse!! But to my horror , even till date my cc info is saved with Lyft!!! this is shameful, also my account was hacked 2 times in 3 months!! Lyft says it was someone who is my friend accessed my account!!! This is utter non-sense!! why should someone else access my account ,w/o my permission , and how did they access my cc info???I had to dispute the charges posted on my account!!! Lyft still doesn't want to delete my info!!! When i am no longer using lyft what right lyft has to keep my confidential info and not even sure if its safe!!!
Beware of lyft , if u have used cc with lyft, either change the cc or block the same as anyone else can easily login to your account and lyft will not take any action but look for excuses!! Lyft is biggest fraud company and cares less about customers. I am not sure how many lyft users are aware that their personal info is at risk!!!",1,“Beware of lyft  accounts hacked” 
16,"I've used lyft here and there for years and haven't really had a problem up until now. I recently used them on my friends birthday, and a week later I noticed two extra charges on my card from them. I tired to dispute it. One charge was for $5.00 and the other was for  $12.90. While trying to dispute it, they sent me a receipt from a ride I got in 2015, three years ago and already charged on an entirely different card, and tried saying that was one of the charges in question for $5.00. They never sent any proof of the $12.90 charge. Ultimately, they told me they couldn't refund me simply because they were made from my account, even though they showed me actual proof that one was a double charge from 3 years ago, and no proof of the other. I will no longer be using their services ever again.",1,“Fraudulent Charges on my card” 
17,"Dangerous Situation: There Were Two People Waiting In The Car.
Instead of just the driver, two people were waiting for me in the Lyft car.

Around 10:20 pm called a Lyft ride. 
Went to get in the car. Saw that instead of just the driver: Lorenzo, there was a second person sitting in the car. 

Immediately went back inside the building and called the driver. Said I was not getting in a car with two people. Told him he needed to cancel the ride. He didn't apologize, said an unfriendly:ok. He sped off without canceling the ride. 

I messaged him + Lyft about two people being in the car. Eventually he canceled the ride. 
Lyft can read the messages, but they did not react at all. 

This was a dangerous situation. 
If you use them, be careful! Next time the 2nd person might not be visible from outside the car.",1,“Warning: There Were Two People Waiting In The Car” 
18,"me too, 2 diff cards, was auth, and then try try tell me its my fault i added a new card [which i hadn't]. I had 50% [upto 15 off rides program until the 11th, ] they say they gave 10 bucks to 'address my issue' but they deducted it from the ride, WHEN I ALREADY HAD THeRe % off discount which would have been less than the 10. So they use the fake ass 10 they gave [a method to shut me up] ...ooooo. I am NEVER using . I am blasting these messages, on bbb, all social media, yelp, yp and all those places that take review. So whenever lyft is search, it shows up. 

I am rather irritated and peeved. Esp since 2 days before then i took a $136 ride to philly [which only had one card auth] but yet 2 cards where auth for a ride that was less than 10miles away? Yll bs.",1,"“Great drivers, shame about the company and practices” "
19,"I installed the Lyft app the other day to get a 5-minute ride from Tampa Airport to a nearby hotel.

Driver was 7 minutes away, then allegedly showed up although was nowhere in sight.  I was standing right outside the terminal in the pickup area.  Driver was not there.

Then the driver abruptly departed and I got hit with a $5 cancellation fee. I disputed it and canceled my credit card.

Every single experience I've had with Uber and Lyft involves this scam - the no-show cancellation scam where they ding you $5 and don't bother to pick you up.

Enough is enough with Uber AND Lyft.  Will never use these ripoff scam services again.",1,“Stranded at the airport” 
20,I depend on lyft to get me to my life saving dialysis. Tonight I was ditched by a driver who tried to collect a fare without giving me a ride. Whats worse is when I contacted lyft they claimed tbey couldn't find any account information. If you value yours or a your loved ones health and don't want to get ripped off find another form of transportation.,1,“Sick man ripped off and left stranded” 
21,"In late December I waited in 19 degree weather for 30 minutes while Lyft:
-cycled me through 4 drivers
-had a driver lap around JFK without picking me up
-charging me and telling me a driver had picked me up and taken me away 

All while I was waiting outside in the cold.  We ended up taking a car service that was waiting there.

I contacted customer service several times, they pretend to not understand the question or even issue, and then stop responding (reached out about 4 times).",1,"“Map doesn't work, drivers don't show, poor customer service” "
22,"Lyft charged me again a cancellation few  $5.
It's the 3rd time! I'm done!
He never showed up
I was waiting outside in my usual pick up spot, me never came. Google map showed him next door
I called him 2 times he speaks no English  and hung up on me

I got my new ride
He had no problem finding me as usual  (I get at least 2 rides a day)
This is 3rd time this happen to me with Lyft
Carrie Fisher",1,“Lyft charged me again a cancellation few  $5.” 
23,"They randomly out of the blue deactivated my account. This was there explanation. 

we found your account to be violating our Terms of Service and you will no longer be able to use the Lyft platform.

I can honestly I have not violated anything so clearly there is something wrong with there information but the worst thing is they dont even tell you what the problem is. Oh well guess take my business to uber instead.",1,“Poor customer service” 
24,"lyft totally rips off the customer,  Cosyt me 50 dollars to go to nyc and using same addresses was charged 190 doll;ars tom come home./  DO NOT USE!!!",1,“price gouging” 
25,"The drivers are robbers. My driver dropped me off but didn't end the ride, and I got charged for a 25 minute ride during prime time when the ride was actually only 8 minutes. Lyft won't refund me, even though I have the screen shot of the route he took after reaching my destination",1,“Driver didn't end ride and kept charging my card for additional 25 minutes” 
26,"Hey lyft you overcharged me (by 5x the amount) and then made it nearly impossible to file a complaint. I will never again use your $#*!ty service. UBER has WAY better customer service channels hence making it way more likely I will use them.

1. Your support email bounced. No longer in service apparently

2. Your support phone number told me to call 911 in an emergency (no $#*! you $#*!tards)

3. I have spent over an hour entering the 20,000 bs details needed by your help online site. 

4. No response on twitter

5. Response here?

Good job lyft. You do realise if youre second in industry you better be Better than the original right?

REFUND MY MONEY

FIX your $#*! support service.

FIX your awful UX",1,“AWFUL” 
27,"Here are explanations for all your problems with LYFT SCHEDULED PICKUP service:
Questions: Have you had problems with getting a Lyft driver to accept your Lyft Schedule Pickup service? Have you had problems with no drivers picking you up, or cancelling our pick up service?

Answers:  I was told by customer service at Lyft that your pickup location is automatically assigned by the Lyft computer system to the nearest Active Online Lyft Driver at the time of your pickup time and location.  If the nearest Lyft driver is nearby (e.g. 3 mins away), you most likely will not have a problem.  BUT, if the ""nearest"" Active Online Lyft Driver is 20 or 30 minutes away, the Lyft computer system defaults to assigning your Scheduled pickup ride to that far away Active Online Lyft Driver.  What will likely happen is that Lyft Driver will cancel your pickup.  Why?  The economics of the Lyft ride is unprofitable to the Lyft Driver.  Example: It is not profitable for a Lyft driver to drive 30 minutes and 15 miles in heavy city traffic to accept a Lyft Scheduled Pickup fare that is a 5 mile service ride that will take 10 minutes.  Why would a Lyft Driver (who is trying to make a profit) accept a 5 mile service ride, but drive 15 miles to the Lyft Schedule pickup location? Most Lyft drivers want to make money, thus this example is NOT profitable.  This is why LYFT customers experience these problems with Lyft Schedule Pickup service.

Why am I writing this review on sitejabber?  Because the Lyft Customer Service Representative I spoke to (Roger), refuses to listen or comprehend that the Lyft Company has an opportunity to FIX these problems.  When I spoke to the Lyft 3rd party customer service rep, I suggested that these fundamental flaws in this Lyft Scheduled Pickup service need to be investigated so that they can improve the service.  BUT, the response I received from the 3rd party Lyft customer service rep (named Roger) was ""you don't need to use this service if you don't like it.""  And he said ""this problem happens to everyone"" which is why you don't have to use this Scheduled Pickup service. The 3rd Party Lyft customer service representative FAILS to see that this is an enterprise and strategic issue that is causing major dissatisfaction to both LYFT RIDERS (Customers) and LYFT DRIVERS (service providers).  If Lyft does not solve this fundamental problem that frequently or occasionally occurs (example - assigning pick up rides to drivers 15 miles away, but the fare is only a 5 mile service ride) the ECONOMICS to Lyft Drivers will continually cause dissatisfaction to Lyft Scheduled Pick up customers.      

A Lyft Customer Service representative told me all of this. This Lyft Scheduled Pickup service is relatively new.  They have not fixed the kinks out of the service.

Also - For all of you having problems when you text, chat, or talk to Lyft Customer Service reps about all of your Lyft ride service problems.... The people you talk on the phone are NOT actual Lyft employees.  They are ""partners"" to Lyft.  What this means is Lyft outsourced the telephone customer service to a 3rd party.  This 3rd party company does not seem to care about you the Lyft Customer.  They don't appear to be welled trained about Lyft either.",1,“Problems with LYFT SCHEDULED PICKUP service....” 
28,"Requested trip to airport and was told driver 5 minutes away. When contacted driver to correct slight error in pickup address,  he was in fact 25 minutes away. Had to cancel ride and get Uber. Uber really was 5 mins away as stated",1,“Dont use lyft” 
29,"In NY, the drivers never ever pick you up where you request.  You have to find out where they stop and hope you can get to where THEY decide to pick you up before they leave and have to pay a $10 no show fee.  LYFT should be charged with fraud.
 Drivers are nasty when you ask they why.  Customer service is worse then the drivers.   I wish I could give them a minus 50 stars....they are absolutely the worst company that has existed.  Should be reviewed by the BBB and their operation shut down.",1,“Lyft service sucks” 
30,"No complaint about the ride, but when there was (still is) a billing problem, their service sucks.   They have no phone number and will not call, so you are stuck with emails, which don't resolve the problem.   Finally I complained to the Better Business Bureau - and Lyft replied misrepresenting both the problem and their response.  So this is no longer just bad service, but goes beyond that to misrepresentation.",1,“Awful customer service” 
31,"Two times in a row, because of the slow ass app, where there is always a delay showing where the car is, went out of the door when alerted to and drivers were already gone, who likely did not wait at all, then got charged for $5.00 for no-show that you can't possibly dispute.  Apparently they trust more on the driver to show up based on their GPS than the customer's show at the location.  Fu** you, Lyft!",1,“Endless no-show fees charged to you - Lyft drivers can screw you whenever they feel like it” 
32,11/17/17 Used Lyft to our destination $19.48 ... Used Uber on the return $8.58.  No reason for the difference.. except the Lyft driver was new & couldn't get his phone to route our destination.,1,“Unhappy Customer” 
33,I think they have serious problem and need a ton of improvement. Service could be better. They should be responsive to complaints,1,“Their service sucks” 
34,"I ordered a lyft and was given a 60 second timer to get in. My ride should have taken 30 minutes 45 in traffic. It took an hour and a half!? Not only was I late I was out nearly $25 bucks! The driver intentionally drove slow and did not know where or how to get to where she was going. Septa bus would have cost $3.50 and taken me 40 minutes. Don't see myself using thier services again. Thanks, no thanks.",1,“A complete rip off” 
35,"On 11/4 I used Lyft for the first and last time. I set up an account and ordered a ride from my home in Hillsboro, OR (next to Portland) to a Winery in Hillsboro (15 minute drive from my home). Driver was super and the ride to the winery was perfect.  Later in the evening I logged into my app to order a ride home and was very surprised to find that I was now ""not in their service area"". Lyft provided the 8.5 mile ride one way - but was unable to get me back home. I set up an Uber account and got home via Uber. To compensate me for the inconvenience, Lyft offered 2 $5.00 credits for separate rides. The credits expire in one month. This doesn't help me at all and I asked them to cancel my account.  It took 3 emails to get them to agree to deactivate my account. Not a fan of Lyft.",1,"“Not recommended in Portland, OR area” "
36,"I am very distressed and very upset. I took a LYFT ride today at 2:42pm and unfortunately left my phone in the back seat of Imran's car. I noticed immediately and went into track mode to contact Inran the driver. As I am tracking my IPhone, I could see that it was traveling inside the car, so I call customer service and they say that they will email the driver and I have to wait for driver to check his email??? This was at 3:07pm, it is now 12:35AM and still no answer from LYFT or Imran, I keep calling them to get updates and nothing yet, I also asked to speak to a Manager and they said the Manager will call me back and hasn't done so either. This is unacceptable and POOR CUSTOMER SERVICE. I know LYFT is cheaper than UBER and that's why I went with your company, but as of today and the inconvenience and anxiety that I am going through I will be reconsidering LYFT. This is a work phone and it may cost me my job.  Waiting for the driver to check his email rather than callimg or texting the driver is POOR, POOR customer service and I may never get my device if Inram doesn't check his email.",1,“The worst customer service!” 
37,I have spent the last 30 minutes trying to discover WHY I cannot schedule a ride.  Instructions say this is available in Denver however attempting this gets zero results.    The instructions say click on clock on the app BUT there is NO clock to click and NO reason why.  I have exhausted every possible method of trying to figure this out and have zero results.  You would think a company that is in direct competition would be able to tell a customer why the app is not behaving as described.  If they cannot address a simple issue like this why would I even want to ride with them?,1,“One star for custormer service” 
38,1 (269) 924-0146. Ghaith is a racist pig. I ordered for a friend and when she walked up he acknowledged her and then said I dont let you people in my car and drove off.,1,“Ghaith in San Diego is a racist pig” 
39,"I take short 'round robin' trips. A lot of people do in the Buffalo area. To the convenience store, to pay a bill, etc. It took both Uber and Lyft a few months to figure out how to do this in Buffalo. To start, even though I had a 50% off credit and the trip would be $10 before the credit, they would put a $15 hold on my card. I thought that was too much and I complained They gave me credits.  NOW the hold is $25. So today I get to the store 1 mile away and my card declines in the store, for my 3 items. I had to go home empty handed and the hold wasn't removed until the total $5.85 fare was paid. I had to then call Liberty Yellow cab to go back to the store.",1,“Large Debit Card Holds” 
40,"I am a Lyft driver and I constantly get harasssed by Lyft representatives. After I lodged complaints , I started getting adverse reactions from Lyft. They abused their powers to trick me into such a situation where I cant drive for no fault of mine.  Then again when I call, they keep harassing me over the phone for 30 minutes. They are so f***** up that they dont even keep the communication record in their system so that they dont get caught at a later time. They will force you to things thats technically illegal and might cost you massive amounts of monetary fine. If you dont listen to them, they will start harassing you.",1,“Lyft is the Mecca of Harassment” 
41,"This car company has the worst and most dangerous drivers.
I am a tourist from India and was in a Lyft car in LA. The driver made a wrong turn and slammed into another car. My shoulder was severely injured.This was on 9/1.I got an email from them saying that they were sorry and asked me how I was.I told them that I was in severe pain and had to visit the UCLA emergency room and Urgent care in Venice  and sent them the medical bills.Some people from Lyft,their insurance company,the driver's insurance company etc were in touch with me for a few days after the accident. Since I had no insurance,I have had to pay all medical expenses myself.I have spent several thousand dollars on medical expenses on what was supposed to be a vacation.Besides this I have had an MRI taken(cost $600).I have a severely torn rotator cuff and may have to have a surgery. This is mid-Oct and I have heard nothing from them even though I have tried calling them several times.The last time I called they said it could be the other driver's fault and I should contact him and his insurance company. What a joke! It's mid Oct and they are still denying that it was their driver's fault!
I have Bliss, Uber and Lyft apps on my phone.Why is it that I only get emails from Lyft telling me to become one of their drivers and I can make a few hundred a week doing so? It's because they hire unqualified, cheap and dangerous drivers who can drive their passengers to their grave. Dont use Lyft if you value your life. Pay a little more and use one of the others.I have had a very painful and expensive lesson with Lyft.I will never use it again and would advise anyone who values their health never to do so as well.
Any company that doesn't accept responsibility for the health/lives of their customers doesn't deserve to be in business.",1,“Doesnt get any worse than this.” 
42,"As a uber or lyft driver, please check rider charge after completion of ride, if it is $20 for example, lyft will take out $6 and it will show us total trip cost $14 and now again they take 25%, thta means they will take $3.50 and we will get as a lyft driver $10.50, so total lyft will make $9.50 and we ill get. $10.50 almost 50% they will take and making us fools, please some body should take action on this",1,“Uber ans Lyft making people as fools” 
